,nameWithOwner,sshUrl,createdAt,updatedAt,stargazers.totalCount,releases.totalCount
988,Yalantis/GuillotineMenu-Android,git@github.com:Yalantis/GuillotineMenu-Android.git,2015-06-15T13:56:21Z,2022-03-09T11:21:54Z,2739,2
989,north2016/T-MVP,git@github.com:north2016/T-MVP.git,2016-05-09T05:55:34Z,2022-03-03T02:37:32Z,2739,0
990,apache/logging-log4j2,git@github.com:apache/logging-log4j2.git,2013-06-12T07:00:19Z,2022-03-14T02:12:15Z,2738,0
991,AbrahamCaiJin/CommonUtilLibrary,git@github.com:AbrahamCaiJin/CommonUtilLibrary.git,2017-04-28T06:06:58Z,2022-03-12T19:14:36Z,2738,0
992,MagicMashRoom/SuperCalendar,git@github.com:MagicMashRoom/SuperCalendar.git,2017-05-11T12:28:51Z,2022-03-14T08:17:32Z,2736,13
993,sofastack/sofa-jraft,git@github.com:sofastack/sofa-jraft.git,2019-03-04T10:13:43Z,2022-03-14T15:22:49Z,2735,20
994,wenmingvs/AndroidProcess,git@github.com:wenmingvs/AndroidProcess.git,2016-01-19T06:28:11Z,2022-03-11T09:03:23Z,2734,0
995,TangoAgency/material-intro-screen,git@github.com:TangoAgency/material-intro-screen.git,2016-09-12T13:16:19Z,2022-03-09T13:28:02Z,2732,4
996,oguzbilgener/CircularFloatingActionMenu,git@github.com:oguzbilgener/CircularFloatingActionMenu.git,2014-07-20T20:42:12Z,2022-03-14T15:39:27Z,2729,0
997,pedrovgs/Algorithms,git@github.com:pedrovgs/Algorithms.git,2014-11-09T14:32:33Z,2022-03-09T12:06:48Z,2725,0
998,saulmm/CoordinatorBehaviorExample,git@github.com:saulmm/CoordinatorBehaviorExample.git,2015-08-16T04:14:38Z,2022-03-14T19:45:57Z,2720,0
999,apache/curator,git@github.com:apache/curator.git,2014-03-03T08:00:07Z,2022-03-14T15:12:44Z,2718,0
