order,responsible,nameWithOwner,sshUrl,createdAt,updatedAt,stargazers.totalCount,releases.totalCount,analysed,LOC,CBO,DIT,LCOM
811,Andre,chrisbanes/ActionBar-PullToRefresh,git@github.com:chrisbanes/ActionBar-PullToRefresh.git,2013-06-04T14:44:53Z,2022-03-10T19:09:20Z,3193,0,no,,,,
812,Andre,daimajia/AndroidViewHover,git@github.com:daimajia/AndroidViewHover.git,2014-08-08T12:04:43Z,2022-03-08T12:47:03Z,3190,4,no,,,,
813,Andre,getActivity/XXPermissions,git@github.com:getActivity/XXPermissions.git,2018-06-15T14:31:29Z,2022-03-11T10:16:34Z,3187,46,no,,,,
814,Andre,yangfuhai/afinal,git@github.com:yangfuhai/afinal.git,2012-10-17T08:10:00Z,2022-03-06T15:19:56Z,3185,0,no,,,,
815,Andre,chenBingX/SuperTextView,git@github.com:chenBingX/SuperTextView.git,2017-04-17T11:32:41Z,2022-03-14T07:17:11Z,3185,33,no,,,,
816,Andre,pengjianbo/GalleryFinal,git@github.com:pengjianbo/GalleryFinal.git,2015-09-21T07:01:17Z,2022-02-11T09:57:50Z,3177,4,no,,,,
817,Andre,google/volley,git@github.com:google/volley.git,2017-01-24T17:39:33Z,2022-03-09T08:37:41Z,3168,9,no,,,,
818,Andre,zzz40500/GsonFormat,git@github.com:zzz40500/GsonFormat.git,2014-10-31T14:16:39Z,2022-03-13T11:14:03Z,3166,4,no,,,,
819,Andre,BelooS/ChipsLayoutManager,git@github.com:BelooS/ChipsLayoutManager.git,2016-08-03T19:23:43Z,2022-03-14T09:48:11Z,3161,11,no,,,,
820,Andre,eishay/jvm-serializers,git@github.com:eishay/jvm-serializers.git,2010-04-25T03:12:00Z,2022-03-03T15:44:26Z,3160,0,no,,,,
821,Andre,apache/incubator-seatunnel,git@github.com:apache/incubator-seatunnel.git,2017-08-05T09:14:47Z,2022-03-14T15:00:24Z,3159,33,no,,,,
822,Andre,facebookarchive/network-connection-class,git@github.com:facebookarchive/network-connection-class.git,2015-03-18T02:16:43Z,2022-03-11T06:24:33Z,3156,2,no,,,,
823,Andre,amulyakhare/TextDrawable,git@github.com:amulyakhare/TextDrawable.git,2014-10-19T09:56:45Z,2022-03-12T18:43:36Z,3152,0,no,,,,
824,Andre,jacoco/jacoco,git@github.com:jacoco/jacoco.git,2012-07-08T21:45:13Z,2022-03-14T04:05:54Z,3151,43,no,,,,
825,Andre,KingJA/LoadSir,git@github.com:KingJA/LoadSir.git,2017-09-02T08:32:15Z,2022-03-05T23:23:08Z,3149,6,no,,,,
826,Andre,jfinal/jfinal,git@github.com:jfinal/jfinal.git,2012-04-25T08:48:48Z,2022-03-13T13:34:44Z,3148,0,no,,,,
827,Andre,eleme/UETool,git@github.com:eleme/UETool.git,2018-05-16T08:13:17Z,2022-03-07T06:38:20Z,3144,9,no,,,,
828,Andre,huburt-Hu/NewbieGuide,git@github.com:huburt-Hu/NewbieGuide.git,2017-07-28T06:54:05Z,2022-03-14T14:31:12Z,3143,20,no,,,,
829,Andre,hitherejoe/animate,git@github.com:hitherejoe/animate.git,2015-11-16T15:06:22Z,2022-03-09T18:20:49Z,3142,0,no,,,,
830,Andre,alibaba/cobar,git@github.com:alibaba/cobar.git,2014-01-15T11:20:09Z,2022-03-14T02:12:38Z,3133,1,no,,,,
831,Andre,spockframework/spock,git@github.com:spockframework/spock.git,2010-12-12T19:02:34Z,2022-03-14T08:28:43Z,3126,16,no,,,,
832,Andre,airbnb/native-navigation,git@github.com:airbnb/native-navigation.git,2016-09-16T17:16:56Z,2022-03-14T14:07:58Z,3125,0,no,,,,
833,Andre,nicolasgramlich/AndEngine,git@github.com:nicolasgramlich/AndEngine.git,2011-11-22T14:20:11Z,2022-03-14T02:09:56Z,3124,0,no,,,,
834,Andre,Skykai521/StickerCamera,git@github.com:Skykai521/StickerCamera.git,2015-07-05T14:12:43Z,2022-03-14T08:56:41Z,3120,0,no,,,,
835,Andre,WritingMinds/ffmpeg-android-java,git@github.com:WritingMinds/ffmpeg-android-java.git,2014-09-11T10:12:09Z,2022-03-14T23:44:55Z,3115,8,no,,,,
836,Andre,anggrayudi/android-hidden-api,git@github.com:anggrayudi/android-hidden-api.git,2015-09-16T11:58:33Z,2022-03-14T12:18:24Z,3111,1,no,,,,
837,Andre,danylovolokh/VideoPlayerManager,git@github.com:danylovolokh/VideoPlayerManager.git,2015-07-09T21:32:15Z,2022-03-11T02:50:13Z,3103,0,no,,,,
838,Andre,yipianfengye/android-adDialog,git@github.com:yipianfengye/android-adDialog.git,2016-08-02T08:00:57Z,2022-03-14T10:00:58Z,3101,0,no,,,,
839,Andre,undertow-io/undertow,git@github.com:undertow-io/undertow.git,2012-07-19T00:52:44Z,2022-03-14T12:34:28Z,3093,0,no,,,,
840,Andre,hongyangAndroid/Highlight,git@github.com:hongyangAndroid/Highlight.git,2015-10-08T15:03:40Z,2022-03-14T03:19:57Z,3089,0,no,,,,
841,Andre,requery/requery,git@github.com:requery/requery.git,2015-11-14T00:45:31Z,2022-03-12T11:46:46Z,3086,43,no,,,,
842,Andre,pig-mesh/pig,git@github.com:pig-mesh/pig.git,2019-08-26T03:24:53Z,2022-03-15T00:40:41Z,3085,16,no,,,,
843,Andre,uber/NullAway,git@github.com:uber/NullAway.git,2017-09-01T17:35:57Z,2022-03-12T11:50:36Z,3085,0,no,,,,
844,Andre,GeyserMC/Geyser,git@github.com:GeyserMC/Geyser.git,2019-07-08T17:23:17Z,2022-03-13T18:09:26Z,3085,0,no,,,,
845,Andre,crazyandcoder/citypicker,git@github.com:crazyandcoder/citypicker.git,2016-05-12T01:21:33Z,2022-03-14T14:22:54Z,3082,4,no,,,,
846,Andre,woxingxiao/BubbleSeekBar,git@github.com:woxingxiao/BubbleSeekBar.git,2016-11-03T14:31:05Z,2022-03-12T09:15:42Z,3080,12,no,,,,
847,Andre,immutables/immutables,git@github.com:immutables/immutables.git,2013-07-07T13:48:23Z,2022-03-14T15:27:39Z,3075,6,no,,,,
848,Andre,dariuszseweryn/RxAndroidBle,git@github.com:dariuszseweryn/RxAndroidBle.git,2016-02-04T13:42:02Z,2022-03-15T00:39:24Z,3074,47,no,,,,
849,Andre,guoguibing/librec,git@github.com:guoguibing/librec.git,2014-01-09T16:06:11Z,2022-03-12T20:12:49Z,3072,3,no,,,,
850,Andre,gabrielemariotti/RecyclerViewItemAnimators,git@github.com:gabrielemariotti/RecyclerViewItemAnimators.git,2014-08-22T00:24:43Z,2022-03-12T03:54:07Z,3071,0,no,,,,
851,Andre,liquibase/liquibase,git@github.com:liquibase/liquibase.git,2011-07-08T20:08:20Z,2022-03-14T23:31:04Z,3061,66,no,,,,
852,Andre,jindrapetrik/jpexs-decompiler,git@github.com:jindrapetrik/jpexs-decompiler.git,2014-05-10T17:20:56Z,2022-03-14T08:20:33Z,3055,120,no,,,,
853,Andre,KunMinX/Linkage-RecyclerView,git@github.com:KunMinX/Linkage-RecyclerView.git,2019-04-22T04:39:46Z,2022-03-14T17:05:23Z,3053,0,no,,,,
854,Andre,trojan-gfw/igniter,git@github.com:trojan-gfw/igniter.git,2018-11-08T22:19:03Z,2022-03-14T21:23:31Z,3053,33,no,,,,
855,Andre,lenve/JavaEETest,git@github.com:lenve/JavaEETest.git,2016-12-13T02:13:58Z,2022-03-12T11:03:16Z,3052,0,no,,,,
856,Andre,keyboardsurfer/Crouton,git@github.com:keyboardsurfer/Crouton.git,2012-08-03T11:04:36Z,2022-02-12T21:58:33Z,3047,8,no,,,,
857,Andre,apache/nifi,git@github.com:apache/nifi.git,2014-12-12T08:00:05Z,2022-03-14T12:51:30Z,3046,0,no,,,,
858,Andre,jagrosh/MusicBot,git@github.com:jagrosh/MusicBot.git,2016-08-14T18:46:29Z,2022-03-14T15:27:40Z,3046,31,no,,,,
859,Andre,osmandapp/OsmAnd,git@github.com:osmandapp/OsmAnd.git,2011-01-15T19:59:44Z,2022-03-14T11:52:12Z,3045,1,no,,,,
860,Andre,zwwill/yanxuan-weex-demo,git@github.com:zwwill/yanxuan-weex-demo.git,2017-09-05T11:48:42Z,2022-03-14T01:37:16Z,3045,0,no,,,,
861,Andre,sofastack/sofa-jarslink,git@github.com:sofastack/sofa-jarslink.git,2018-02-02T06:02:09Z,2022-03-14T02:13:48Z,3045,2,no,,,,
862,Andre,PhilippC/keepass2android,git@github.com:PhilippC/keepass2android.git,2017-09-20T18:42:02Z,2022-03-13T12:59:33Z,3043,19,no,,,,
863,Andre,oshi/oshi,git@github.com:oshi/oshi.git,2012-02-10T12:46:48Z,2022-03-14T02:42:24Z,3042,129,no,,,,
864,Andre,aragozin/jvm-tools,git@github.com:aragozin/jvm-tools.git,2012-04-28T09:28:32Z,2022-03-13T01:24:14Z,3041,0,no,,,,
865,Andre,Red5/red5-server,git@github.com:Red5/red5-server.git,2013-11-19T05:04:10Z,2022-03-15T00:55:33Z,3041,48,no,,,,
866,Andre,android-notes/Cockroach,git@github.com:android-notes/Cockroach.git,2017-02-14T03:43:51Z,2022-03-14T11:51:22Z,3040,1,no,,,,
867,Andre,jgilfelt/android-viewbadger,git@github.com:jgilfelt/android-viewbadger.git,2011-09-27T22:50:57Z,2022-03-09T05:36:01Z,3034,0,no,,,,
868,Andre,beemdevelopment/Aegis,git@github.com:beemdevelopment/Aegis.git,2016-08-15T19:10:31Z,2022-03-14T22:17:05Z,3032,44,no,,,,
869,Andre,strimzi/strimzi-kafka-operator,git@github.com:strimzi/strimzi-kafka-operator.git,2016-05-06T08:52:33Z,2022-03-14T23:54:59Z,3028,95,no,,,,
870,Andre,vaticle/typedb,git@github.com:vaticle/typedb.git,2016-07-11T23:59:57Z,2022-03-13T19:08:39Z,3027,80,no,,,,
871,Andre,alibaba/Alink,git@github.com:alibaba/Alink.git,2018-09-30T06:36:11Z,2022-03-14T14:54:56Z,3027,13,no,,,,
872,Andre,react-native-share/react-native-share,git@github.com:react-native-share/react-native-share.git,2015-09-30T02:27:34Z,2022-03-14T14:23:48Z,3024,75,no,,,,
873,Andre,xmuSistone/ViewpagerTransition,git@github.com:xmuSistone/ViewpagerTransition.git,2016-09-19T05:38:45Z,2022-03-09T12:50:12Z,3022,1,no,,,,
874,Andre,zhou-you/RxEasyHttp,git@github.com:zhou-you/RxEasyHttp.git,2017-06-07T09:33:47Z,2022-03-14T05:44:58Z,3021,0,no,,,,
875,Andre,Marswin/MarsDaemon,git@github.com:Marswin/MarsDaemon.git,2015-12-25T03:21:41Z,2022-03-09T07:05:36Z,3020,0,no,,,,
876,Andre,apache/maven,git@github.com:apache/maven.git,2009-05-21T03:22:03Z,2022-03-13T15:49:51Z,3014,1,no,,,,
877,Andre,pppscn/SmsForwarder,git@github.com:pppscn/SmsForwarder.git,2021-02-10T02:23:07Z,2022-03-14T17:12:13Z,3013,18,no,,,,
878,Andre,java8/Java8InAction,git@github.com:java8/Java8InAction.git,2013-10-28T23:59:40Z,2022-03-14T15:36:10Z,3011,0,no,,,,
879,Andre,VaughnVernon/IDDD_Samples,git@github.com:VaughnVernon/IDDD_Samples.git,2013-04-08T22:12:57Z,2022-03-14T15:04:53Z,3011,0,no,,,,
880,Andre,dingjikerbo/Android-BluetoothKit,git@github.com:dingjikerbo/Android-BluetoothKit.git,2015-10-08T09:07:33Z,2022-03-14T14:31:10Z,3010,0,no,,,,
881,Andre,pedrovgs/DraggablePanel,git@github.com:pedrovgs/DraggablePanel.git,2014-04-13T11:40:54Z,2022-03-09T18:23:33Z,3008,10,no,,,,
882,Andre,dmytrodanylyk/android-process-button,git@github.com:dmytrodanylyk/android-process-button.git,2014-05-02T20:39:23Z,2022-03-06T13:58:19Z,3006,1,no,,,,
883,Andre,facebookarchive/react-native-fbsdk,git@github.com:facebookarchive/react-native-fbsdk.git,2015-08-03T17:10:14Z,2022-03-04T17:50:24Z,3005,22,no,,,,
884,Andre,zaaach/CityPicker,git@github.com:zaaach/CityPicker.git,2016-02-27T09:11:27Z,2022-03-14T00:36:59Z,3004,2,no,,,,
885,Andre,jeecgboot/JimuReport,git@github.com:jeecgboot/JimuReport.git,2019-12-05T12:25:59Z,2022-03-14T16:12:56Z,3000,1,no,,,,
886,Andre,yanzhenjie/AndServer,git@github.com:yanzhenjie/AndServer.git,2016-06-14T00:52:52Z,2022-03-14T07:44:43Z,2998,0,no,,,,
887,Andre,florent37/ShapeOfView,git@github.com:florent37/ShapeOfView.git,2018-02-18T12:14:06Z,2022-03-14T16:53:53Z,2998,0,no,,,,
888,Andre,FasterXML/jackson-databind,git@github.com:FasterXML/jackson-databind.git,2011-12-23T07:17:41Z,2022-03-14T13:51:52Z,2998,0,no,,,,
889,Andre,lovetuzitong/MultiImageSelector,git@github.com:lovetuzitong/MultiImageSelector.git,2015-04-08T10:12:50Z,2022-02-08T02:45:01Z,2995,2,no,,,,
890,Andre,ballerina-platform/ballerina-lang,git@github.com:ballerina-platform/ballerina-lang.git,2016-11-16T14:58:44Z,2022-03-15T00:31:11Z,2993,113,no,,,,
891,Andre,watabou/pixel-dungeon,git@github.com:watabou/pixel-dungeon.git,2014-07-26T17:34:32Z,2022-03-14T15:11:03Z,2988,0,no,,,,
892,Andre,stephanenicolas/robospice,git@github.com:stephanenicolas/robospice.git,2012-09-19T14:09:37Z,2022-03-11T12:42:48Z,2983,1,no,,,,
893,Andre,MindorksOpenSource/PRDownloader,git@github.com:MindorksOpenSource/PRDownloader.git,2017-11-11T19:29:38Z,2022-03-15T00:04:02Z,2983,5,no,,,,
894,Andre,mplushnikov/lombok-intellij-plugin,git@github.com:mplushnikov/lombok-intellij-plugin.git,2013-10-09T21:49:01Z,2022-03-14T12:45:38Z,2981,116,no,,,,
895,Andre,jd-alexander/LikeButton,git@github.com:jd-alexander/LikeButton.git,2015-12-23T17:49:46Z,2022-03-11T16:21:25Z,2980,14,no,,,,
896,Andre,spring-cloud/spring-cloud-kubernetes,git@github.com:spring-cloud/spring-cloud-kubernetes.git,2016-12-13T21:36:25Z,2022-03-14T10:52:16Z,2976,0,no,,,,
897,Andre,yui/yuicompressor,git@github.com:yui/yuicompressor.git,2008-12-05T19:13:24Z,2022-03-12T18:20:52Z,2974,1,no,,,,
898,Andre,tronprotocol/java-tron,git@github.com:tronprotocol/java-tron.git,2017-12-26T10:20:38Z,2022-03-14T15:55:25Z,2974,64,no,,,,
899,Andre,apache/calcite,git@github.com:apache/calcite.git,2014-06-25T07:00:07Z,2022-03-14T15:08:46Z,2972,0,no,,,,
900,Andre,jasonross/Nuwa,git@github.com:jasonross/Nuwa.git,2015-11-11T14:48:23Z,2022-03-05T15:11:08Z,2969,0,no,,,,
901,Andre,ZieIony/Carbon,git@github.com:ZieIony/Carbon.git,2015-02-04T23:11:18Z,2022-03-13T16:03:13Z,2967,2,no,,,,
902,Andre,evrencoskun/TableView,git@github.com:evrencoskun/TableView.git,2017-06-13T04:29:44Z,2022-03-14T05:31:30Z,2963,12,no,,,,
903,Andre,yarolegovich/SlidingRootNav,git@github.com:yarolegovich/SlidingRootNav.git,2017-03-26T22:58:48Z,2022-03-11T06:04:45Z,2959,1,no,,,,
904,Andre,KeepSafe/dexcount-gradle-plugin,git@github.com:KeepSafe/dexcount-gradle-plugin.git,2015-06-04T03:33:17Z,2022-03-12T19:14:49Z,2948,20,no,,,,
905,Andre,killme2008/aviatorscript,git@github.com:killme2008/aviatorscript.git,2011-03-29T12:48:47Z,2022-03-14T01:36:34Z,2935,46,no,,,,
906,Andre,flutter-webrtc/flutter-webrtc,git@github.com:flutter-webrtc/flutter-webrtc.git,2018-03-07T02:26:03Z,2022-03-14T20:03:29Z,2933,33,no,,,,
907,Andre,yusugomori/DeepLearning,git@github.com:yusugomori/DeepLearning.git,2013-01-01T16:23:53Z,2022-03-10T11:54:43Z,2931,0,no,,,,
908,Andre,gouthampradhan/leetcode,git@github.com:gouthampradhan/leetcode.git,2017-03-09T10:30:30Z,2022-03-12T07:43:23Z,2920,0,no,,,,
909,Andre,jMonkeyEngine/jmonkeyengine,git@github.com:jMonkeyEngine/jmonkeyengine.git,2014-03-20T22:29:28Z,2022-03-15T00:14:48Z,2920,46,no,,,,
910,Andre,JackyAndroid/AndroidChromium,git@github.com:JackyAndroid/AndroidChromium.git,2016-07-04T07:28:36Z,2022-03-13T04:40:23Z,2919,2,no,,,,
911,Andre,ltsopensource/light-task-scheduler,git@github.com:ltsopensource/light-task-scheduler.git,2014-10-24T12:53:14Z,2022-03-14T15:47:48Z,2916,29,no,,,,
912,Andre,edmodo/cropper,git@github.com:edmodo/cropper.git,2013-07-24T21:59:06Z,2022-03-14T06:31:37Z,2916,0,no,,,,
913,Andre,awaitility/awaitility,git@github.com:awaitility/awaitility.git,2010-01-22T15:12:52Z,2022-03-12T06:18:54Z,2916,0,no,,,,
914,Andre,mxdldev/android-mvp-mvvm-flytour,git@github.com:mxdldev/android-mvp-mvvm-flytour.git,2018-12-25T10:42:31Z,2022-03-09T03:02:02Z,2915,11,no,,,,
915,Andre,guolindev/booksource,git@github.com:guolindev/booksource.git,2016-10-04T02:55:57Z,2022-03-14T13:48:46Z,2910,0,no,,,,
916,Andre,udacity/Sunshine-Version-2,git@github.com:udacity/Sunshine-Version-2.git,2015-03-05T01:48:44Z,2022-03-11T02:37:02Z,2909,0,no,,,,
917,Andre,googlesamples/android-vision,git@github.com:googlesamples/android-vision.git,2015-07-01T21:40:31Z,2022-03-11T13:01:32Z,2906,0,no,,,,
918,Andre,javaee/jersey,git@github.com:javaee/jersey.git,2012-05-18T11:38:25Z,2022-03-11T00:56:36Z,2899,30,no,,,,
919,Andre,ManuelPeinado/FadingActionBar,git@github.com:ManuelPeinado/FadingActionBar.git,2013-05-25T11:50:00Z,2022-02-26T08:04:14Z,2899,0,no,,,,
920,Andre,JCTools/JCTools,git@github.com:JCTools/JCTools.git,2013-11-10T18:04:40Z,2022-03-13T14:26:13Z,2895,15,no,,,,
921,Andre,geftimov/android-pathview,git@github.com:geftimov/android-pathview.git,2015-01-20T15:21:06Z,2022-03-01T14:31:21Z,2894,2,no,,,,
922,Andre,CrawlScript/WebCollector,git@github.com:CrawlScript/WebCollector.git,2014-07-12T03:16:12Z,2022-03-14T04:52:05Z,2891,0,no,,,,
923,Andre,rubenlagus/TelegramBots,git@github.com:rubenlagus/TelegramBots.git,2016-01-14T00:13:07Z,2022-03-13T17:17:57Z,2880,72,no,,,,
924,Andre,apache/hudi,git@github.com:apache/hudi.git,2016-12-14T15:53:41Z,2022-03-14T23:19:26Z,2878,15,no,,,,
925,Andre,iwgang/CountdownView,git@github.com:iwgang/CountdownView.git,2015-10-12T07:46:28Z,2022-03-11T08:50:49Z,2876,3,no,,,,
926,Andre,phodal/migration,git@github.com:phodal/migration.git,2020-01-08T02:11:38Z,2022-03-14T09:51:07Z,2874,0,no,,,,
927,Andre,race604/FlyRefresh,git@github.com:race604/FlyRefresh.git,2015-05-28T10:19:34Z,2022-03-07T07:32:00Z,2874,2,no,,,,
928,Andre,szerhusenBC/jwt-spring-security-demo,git@github.com:szerhusenBC/jwt-spring-security-demo.git,2016-03-20T19:16:17Z,2022-03-14T09:35:19Z,2872,3,no,,,,
929,Andre,RipMeApp/ripme,git@github.com:RipMeApp/ripme.git,2017-01-06T17:12:09Z,2022-03-13T18:39:41Z,2871,126,no,,,,
930,Andre,bmelnychuk/AndroidTreeView,git@github.com:bmelnychuk/AndroidTreeView.git,2015-02-11T02:48:05Z,2022-03-11T09:50:45Z,2870,0,no,,,,
931,Andre,YahooArchive/anthelion,git@github.com:YahooArchive/anthelion.git,2015-10-27T00:42:01Z,2022-03-07T05:02:00Z,2869,0,no,,,,
932,Andre,youlookwhat/DesignPattern,git@github.com:youlookwhat/DesignPattern.git,2016-10-21T10:59:32Z,2022-03-14T10:37:33Z,2864,0,no,,,,
933,Andre,saulmm/Android-Material-Examples,git@github.com:saulmm/Android-Material-Examples.git,2014-10-13T16:13:02Z,2022-03-13T06:55:17Z,2858,0,no,,,,
934,Andre,nanchen2251/RxJava2Examples,git@github.com:nanchen2251/RxJava2Examples.git,2017-06-19T05:38:45Z,2022-03-02T09:02:35Z,2855,0,no,,,,
935,Andre,nic-delhi/AarogyaSetu_Android,git@github.com:nic-delhi/AarogyaSetu_Android.git,2020-05-26T17:36:26Z,2022-03-14T19:10:28Z,2854,0,no,,,,
936,Andre,openaphid/android-flip,git@github.com:openaphid/android-flip.git,2012-05-22T07:48:41Z,2022-03-14T06:32:02Z,2853,0,no,,,,
937,Andre,sublimehq/Packages,git@github.com:sublimehq/Packages.git,2015-06-13T04:17:44Z,2022-03-12T01:45:44Z,2850,0,no,,,,
938,Andre,SpecialCyCi/AndroidResideMenu,git@github.com:SpecialCyCi/AndroidResideMenu.git,2013-12-14T15:25:49Z,2022-03-14T02:20:59Z,2846,7,no,,,,
939,Andre,jtablesaw/tablesaw,git@github.com:jtablesaw/tablesaw.git,2016-01-01T14:58:28Z,2022-03-13T13:51:51Z,2846,77,no,,,,
940,Andre,DTStack/chunjun,git@github.com:DTStack/chunjun.git,2018-04-03T12:44:58Z,2022-03-14T14:40:30Z,2845,23,no,,,,
941,Andre,donglua/PhotoPicker,git@github.com:donglua/PhotoPicker.git,2015-06-25T16:53:50Z,2022-02-02T02:18:32Z,2842,13,no,,,,
942,Andre,DV8FromTheWorld/JDA,git@github.com:DV8FromTheWorld/JDA.git,2015-12-12T13:57:32Z,2022-03-14T22:34:15Z,2842,51,no,,,,
943,Andre,Mojang/brigadier,git@github.com:Mojang/brigadier.git,2014-09-15T08:48:24Z,2022-03-13T21:29:15Z,2841,3,no,,,,
944,Andre,jiangqqlmj/FastDev4Android,git@github.com:jiangqqlmj/FastDev4Android.git,2015-10-22T05:22:53Z,2022-03-06T04:29:47Z,2841,4,no,,,,
945,Andre,eclipse-openj9/openj9,git@github.com:eclipse-openj9/openj9.git,2017-08-25T13:46:07Z,2022-03-12T11:20:28Z,2841,30,no,,,,
946,Andre,w446108264/XhsEmoticonsKeyboard,git@github.com:w446108264/XhsEmoticonsKeyboard.git,2015-03-06T02:39:34Z,2022-03-07T06:21:41Z,2837,7,no,,,,
947,Andre,AweiLoveAndroid/CommonDevKnowledge,git@github.com:AweiLoveAndroid/CommonDevKnowledge.git,2017-12-15T03:00:08Z,2022-03-13T08:11:32Z,2835,0,no,,,,
948,Andre,jprante/elasticsearch-jdbc,git@github.com:jprante/elasticsearch-jdbc.git,2012-06-02T23:17:56Z,2022-03-11T09:38:08Z,2831,19,no,,,,
949,Andre,jiajunhui/PlayerBase,git@github.com:jiajunhui/PlayerBase.git,2017-03-28T10:19:51Z,2022-03-14T21:17:22Z,2824,18,no,,,,
950,Andre,JulienGenoud/android-percent-support-lib-sample,git@github.com:JulienGenoud/android-percent-support-lib-sample.git,2015-06-26T12:44:38Z,2022-03-13T04:41:15Z,2820,2,no,,,,
951,Andre,jenkinsci/blueocean-plugin,git@github.com:jenkinsci/blueocean-plugin.git,2016-01-23T18:02:45Z,2022-03-11T06:35:41Z,2818,31,no,,,,
952,Andre,ikarus23/MifareClassicTool,git@github.com:ikarus23/MifareClassicTool.git,2013-02-12T15:39:03Z,2022-03-14T08:32:39Z,2817,2,no,,,,
953,Andre,ddd-by-examples/library,git@github.com:ddd-by-examples/library.git,2019-01-11T09:14:03Z,2022-03-14T14:48:53Z,2816,0,no,,,,
954,Andre,sunfusheng/StickyHeaderListView,git@github.com:sunfusheng/StickyHeaderListView.git,2016-04-22T11:39:25Z,2022-03-13T05:31:08Z,2816,0,no,,,,
955,Andre,cSploit/android,git@github.com:cSploit/android.git,2014-10-04T05:53:29Z,2022-03-15T00:00:43Z,2812,33,no,,,,
956,Andre,mzule/ActivityRouter,git@github.com:mzule/ActivityRouter.git,2016-04-08T02:27:14Z,2022-03-04T01:54:28Z,2810,3,no,,,,
957,Andre,FinalTeam/RxGalleryFinal,git@github.com:FinalTeam/RxGalleryFinal.git,2016-04-22T01:41:15Z,2022-03-14T23:46:39Z,2809,1,no,,,,
958,Andre,tianshiyeben/wgcloud,git@github.com:tianshiyeben/wgcloud.git,2019-01-15T02:02:21Z,2022-03-14T16:11:08Z,2806,8,no,,,,
959,Andre,M66B/FairEmail,git@github.com:M66B/FairEmail.git,2018-08-02T13:30:25Z,2022-03-14T22:29:47Z,2805,1797,no,,,,
960,Andre,square/flow,git@github.com:square/flow.git,2013-09-12T22:20:16Z,2022-02-18T11:20:27Z,2799,0,no,,,,
961,Andre,JackyAndroid/AndroidTVLauncher,git@github.com:JackyAndroid/AndroidTVLauncher.git,2016-03-27T08:59:19Z,2022-03-10T12:10:28Z,2799,3,no,,,,
962,Andre,googlesamples/google-services,git@github.com:googlesamples/google-services.git,2015-05-20T22:45:11Z,2022-03-11T17:04:55Z,2798,0,no,,,,
963,Andre,JoanZapata/android-pdfview,git@github.com:JoanZapata/android-pdfview.git,2012-11-21T16:19:38Z,2022-03-08T13:20:38Z,2798,0,no,,,,
964,Andre,nextcloud/android,git@github.com:nextcloud/android.git,2016-06-06T21:23:36Z,2022-03-14T20:57:24Z,2797,182,no,,,,
965,Andre,google/binnavi,git@github.com:google/binnavi.git,2015-08-19T12:20:24Z,2022-03-08T13:18:58Z,2792,3,no,,,,
966,Andre,Teevity/ice,git@github.com:Teevity/ice.git,2013-06-14T20:56:13Z,2022-03-08T04:28:28Z,2791,3,no,,,,
967,Andre,florent37/ExpectAnim,git@github.com:florent37/ExpectAnim.git,2017-02-20T15:05:03Z,2022-03-09T13:30:01Z,2788,1,no,,,,
968,Andre,bastillion-io/Bastillion,git@github.com:bastillion-io/Bastillion.git,2013-02-07T23:11:49Z,2022-03-11T22:39:55Z,2786,17,no,,,,
969,Andre,mmin18/RealtimeBlurView,git@github.com:mmin18/RealtimeBlurView.git,2016-09-21T15:59:51Z,2022-03-14T20:59:37Z,2786,0,no,,,,
970,Andre,201206030/fiction_house,git@github.com:201206030/fiction_house.git,2019-11-11T01:13:52Z,2022-03-14T06:39:19Z,2783,5,no,,,,
971,Andre,spring-io/initializr,git@github.com:spring-io/initializr.git,2013-06-07T16:02:22Z,2022-03-14T16:53:33Z,2781,12,no,,,,
972,Andre,googlearchive/android-Camera2Basic,git@github.com:googlearchive/android-Camera2Basic.git,2014-06-26T15:53:00Z,2022-03-13T11:04:19Z,2778,0,no,,,,
973,Andre,JakeWharton/scalpel,git@github.com:JakeWharton/scalpel.git,2014-01-06T17:26:01Z,2022-03-14T14:46:12Z,2773,0,no,,,,
974,Andre,Tencent/MSEC,git@github.com:Tencent/MSEC.git,2016-11-28T01:50:35Z,2022-03-09T01:53:56Z,2771,0,no,,,,
975,Andre,RobotiumTech/robotium,git@github.com:RobotiumTech/robotium.git,2009-12-10T12:51:14Z,2022-03-03T12:14:55Z,2771,0,no,,,,
976,Andre,bitcoin-wallet/bitcoin-wallet,git@github.com:bitcoin-wallet/bitcoin-wallet.git,2012-03-31T17:06:47Z,2022-03-14T03:47:54Z,2770,18,no,,,,
977,Andre,sockeqwe/AdapterDelegates,git@github.com:sockeqwe/AdapterDelegates.git,2015-07-29T11:19:56Z,2022-03-14T12:19:21Z,2766,17,no,,,,
978,Andre,liuyangming/ByteTCC,git@github.com:liuyangming/ByteTCC.git,2016-02-12T11:51:14Z,2022-03-14T07:52:37Z,2766,17,no,,,,
979,Andre,tyzlmjj/PagerBottomTabStrip,git@github.com:tyzlmjj/PagerBottomTabStrip.git,2015-08-23T02:35:28Z,2022-03-14T09:00:23Z,2764,12,no,,,,
980,Andre,fengjundev/Android-Skin-Loader,git@github.com:fengjundev/Android-Skin-Loader.git,2015-07-01T07:36:33Z,2022-03-14T00:46:05Z,2762,0,no,,,,
981,Andre,airbnb/airpal,git@github.com:airbnb/airpal.git,2014-05-05T18:51:30Z,2022-03-12T08:42:44Z,2761,0,no,,,,
